manufacturer,image_pin_url_3x,model_specifications,fuel_type,short_name,image_map_url_3x,maintenance_mileage,fuel_distance_enabled,registry_model,image_large_url,registry_manufacturer,intermediate_maintenance_mileage,image_map_url_2x,fuel_cap_side,image_small_url,default_tags,image_pin_url_2x,tyres_info,deprecated,first_maintenance_mileage,name,code
MERCEDES,,[],,S500,,,True,S500,,MERCEDES,,,,,[],,[],False,,MERCEDES S500,725100f2cb836e3b0f0cdd04280044bc
MERCEDES,,[],,V250,,,True,V250,,MERCEDES,,,,,[],,[],False,,MERCEDES V250,47aa3c6fb7ed35cbb7d17b47e574c96c
MINI,,[],,COOPER,,,True,COOPER,,MINI,,,,,[],,[],False,,MINI COOPER,bb67c3a3599088dcba2b5befe541c52c
MINI,,[],,COOPER CLUBMAN,,,True,COOPER CLUBMAN,,MINI,,,,,[],,[],False,,MINI COOPER CLUBMAN,1b85492f8d696b672585631f3a2a14e6
Mercedes,,[],,GLC200,,,True,GLC200,,Mercedes,,,,,[],,[],False,,Mercedes GLC200,2e0b427ec8bc5f8787963b6af15972af
NISSAN,,[],,MAXIMA,,,True,MAXIMA,,NISSAN,,,,,[],,[],False,,NISSAN MAXIMA,555d95a2acf2d0d4d28c0c2ee53a6ec6
NISSAN,,[],,NISMO,,,True,NISMO,,NISSAN,,,,,[],,[],False,,NISSAN NISMO,7cb44b1486da2a65408bfc9ec6f565b3
NISSAN,,[],,PATHFINDER,,,True,PATHFINDER,,NISSAN,,,,,[],,[],False,,NISSAN PATHFINDER,b487ad2b22326aea1247eab91b632f76
NISSAN,,[],,PATROL,,,True,PATROL,,NISSAN,,,,,[],,[],False,,NISSAN PATROL,16f8c151798379a8b90d41601dfd02e5
NISSAN,,[],,PATROL,,,True,PATROL,,NISSAN,,,,,[],,[],False,,NISSAN PATROL,9940643730cd377f5220bf1e0f2a00f3
NISSAN,,[],,PATROL,,,True,PATROL,,NISSAN,,,,,[],,[],False,,NISSAN PATROL,9e85b6f93ebd18414c4702f87f763b7a
NISSAN,,[],,PATROL,,,True,PATROL,,NISSAN,,,,,[],,[],False,,NISSAN PATROL,e77abcbf310aa12c56d7debb9ab01a88
NISSAN,,[],,PATROL,,,True,PATROL,,NISSAN,,,,,[],,[],False,,NISSAN PATROL,f94bdda708dd1ad1361368742bd58e30
NISSAN,,[],,PATROL TITANIUM,,,True,PATROL TITANIUM,,NISSAN,,,,,[],,[],False,,NISSAN PATROL TITANIUM,9ad8d0b19e956302c629364d8c36ef0d
NISSAN,,[],,ROGUE,,,True,ROGUE,,NISSAN,,,,,[],,[],False,,NISSAN ROGUE,808e79200b46a3493ffa161f6a61fdd3
NISSAN,,[],,SUNNY,,,True,SUNNY,,NISSAN,,,,,[],,[],False,,NISSAN SUNNY,1ceef1aa8e1077ad94069b121cd04458
NISSAN,,[],,SUNNY,,,True,SUNNY,,NISSAN,,,,,[],,[],False,,NISSAN SUNNY,562e19b447c3314caf531a4af524bce2
NISSAN,,[],,X-TRAIL,,,True,X-TRAIL,,NISSAN,,,,,[],,[],False,,NISSAN X-TRAIL,242f4c070be24cc8e648ec16a1d7b43b
NISSAN,,[],,XTERRA,,,True,XTERRA,,NISSAN,,,,,[],,[],False,,NISSAN XTERRA,2692e7504c6b3ddf8abebad1308bce0b
Nissan,,[],,Patrol,,,True,Patrol,,Nissan,,,,,[],,[],False,,Nissan Patrol,7aef5930d678995afad28411a12aa8c6
Nissan,,[],,Patrol,,,True,Patrol,,Nissan,,,,,[],,[],False,,Nissan Patrol,c56a0c064dba2e191fb8e8830ba75126
PEUGEOT,,[],,301,,,True,301,,PEUGEOT,,,,,[],,[],False,,PEUGEOT 301,655a8710abfd780c8d27d8a2f6575c0c
PORSCHE,,[],,BOXSTER,,,True,BOXSTER,,PORSCHE,,,,,[],,[],False,,PORSCHE BOXSTER,95d44bf8be229975518307dd0999ffd0
RANGE ROVER,,[],,EVOQUE,,,True,EVOQUE,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER EVOQUE,985876eae39c351a9a06806fabb87ec9
RANGE ROVER,,[],,EVOQUE,,,True,EVOQUE,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER EVOQUE,abdf00c96bb76faff47d69283fae1851
RANGE ROVER,,[],,HSE,,,True,HSE,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER HSE,0aa88102e95258c062795f66969cbdb2
RANGE ROVER,,[],,HSE,,,True,HSE,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER HSE,14896eb7011d21ee5776ae684dc055e7
RANGE ROVER,,[],,HSE,,,True,HSE,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER HSE,dc81b672bdf14ad4486e53eec6c37e6a
RANGE ROVER,,[],,SPORT,,,True,SPORT,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER SPORT,20c1f94c6c41c1f5064677b473073c8b
RANGE ROVER,,[],,SPORT,,,True,SPORT,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER SPORT,271aa2dcfa5eb3d83ea41d3f9c858982
RANGE ROVER,,[],,SVR,,,True,SVR,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER SVR,43afb523e6646fe418d5d2360db84c5a
RANGE ROVER,,[],,VELAR,,,True,VELAR,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER VELAR,0a0e5db0551a795f97953374551b37aa
RANGE ROVER,,[],,VOGUE,,,True,VOGUE,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER VOGUE,1c75da00f75562a07a50960b67345c76
RENAULT,,[],,TALISMAN,,,True,TALISMAN,,RENAULT,,,,,[],,[],False,,RENAULT TALISMAN,41cf081e9876cc0ace38d498bf514d79
ROLLS ROYCE,,[],,CULLINAN,,,True,CULLINAN,,ROLLS ROYCE,,,,,[],,[],False,,ROLLS ROYCE CULLINAN,91e2eb86cd9b97efdfbf75494d68571a
ROLLS ROYCE,,[],,WRAITH,,,True,WRAITH,,ROLLS ROYCE,,,,,[],,[],False,,ROLLS ROYCE WRAITH,7b2acc08963617dcbf5c70bc5f31310c
Range Rover,,[],,Vogue,,,True,Vogue,,Range Rover,,,,,[],,[],False,,Range Rover Vogue,24fde123066d77537bcdd5982527aa8b
Range Rover,,[],,Vogue,,,True,Vogue,,Range Rover,,,,,[],,[],False,,Range Rover Vogue,cc6147f35bf67d84b67ae44d8aa46b30
SUZUKI,,[],,BALENO,,,True,BALENO,,SUZUKI,,,,,[],,[],False,,SUZUKI BALENO,489a0226fd63056821f78d37f9272ae7
SUZUKI,,[],,BALENO,,,True,BALENO,,SUZUKI,,,,,[],,[],False,,SUZUKI BALENO,759cc18d57839e053889fa08dbd8eb5c
SUZUKI,,[],,CIAZ,,,True,CIAZ,,SUZUKI,,,,,[],,[],False,,SUZUKI CIAZ,7bc9ebef3a4828501c36b668be699529
SUZUKI,,[],,ERTIGA,,,True,ERTIGA,,SUZUKI,,,,,[],,[],False,,SUZUKI ERTIGA,27907363a42814efde682a8af55ac0e4
SUZUKI,,[],,JIMNY,,,True,JIMNY,,SUZUKI,,,,,[],,[],False,,SUZUKI JIMNY,749625761d730f8113f4620b121b96eb
SUZUKI,,[],,JIMNY,,,True,JIMNY,,SUZUKI,,,,,[],,[],False,,SUZUKI JIMNY,823cb7e226ea029924c67fb381e9a92e
SUZUKI,,[],,SWIFT,,,True,SWIFT,,SUZUKI,,,,,[],,[],False,,SUZUKI SWIFT,edcdaf561051cd07a8102e83b506f53a
SUZUKI,,[],,VITARA,,,True,VITARA,,SUZUKI,,,,,[],,[],False,,SUZUKI VITARA,819a48315adf727bd07bc0cae1f1160b
TESLA,,[],,MODEL 3,,,True,MODEL 3,,TESLA,,,,,[],,[],False,,TESLA MODEL 3,d4679384b11732656cfe45876e03d893
TOYOTA,,[],,COROLLA,,,True,COROLLA,,TOYOTA,,,,,[],,[],False,,TOYOTA COROLLA,1f470a2e3cab447bdb5be4f8d515fb8c
